# z (m), K (m^2/s^2), Kth (K^2), uw (m^2/s^2), vw (m^2/s^2), uv (m^2/s^2), uu (m^2/s^2), vv (m^2/s^2), ww (m^2/s^2), ut (mK/s), vt (mK/s), wt (mK/s)
1.000000000000000056e-01, 1.455145785206167497e-01, 1.680555590888397482e-02, -3.138447812395924602e-02, -2.870831347997584992e-02, 1.771394475550985143e-02, 1.166913427384032448e-01, 1.135295903193842548e-01, 6.080822403995610193e-02, 1.135644035547194938e-02, 1.038840146991017524e-02, -2.172145204514687455e-02
9.944479457320000160e-01, 1.485009790093949900e-01, 2.123802234221424876e-02, -3.177107001654819879e-02, -2.821316481100847456e-02, 1.753619896102105030e-02, 1.196988446529207578e-01, 1.155236625058057437e-01, 6.177945091809612654e-02, 1.123079617350519928e-02, 9.973426886591132620e-03, -2.077857068310662650e-02
1.893627228199999957e+00, 1.501574817262265049e-01, 1.920524031585930241e-02, -3.163355087373292268e-02, -2.734772979426815243e-02, 1.766005926014857508e-02, 1.224479705277712466e-01, 1.172879159061197551e-01, 6.057907708077085035e-02, 1.171791188776405077e-02, 1.013066679468305024e-02, -2.052806832586212549e-02
2.797562874640000086e+00, 1.493552128165829829e-01, 1.845166999016004811e-02, -3.147116649277932610e-02, -2.650690703167287582e-02, 1.919481833774670104e-02, 1.249053258161084978e-01, 1.182829258940222561e-01, 5.552217399239459811e-02, 1.299039950410147554e-02, 1.094163736225217502e-02, -2.027753932778209728e-02
3.706280044650000161e+00, 1.505712275326279992e-01, 1.861318892356287474e-02, -3.128744037397639816e-02, -2.568553363171952389e-02, 1.963413179757127550e-02, 1.275968453234382627e-01, 1.197995575370207483e-01, 5.374605227862985085e-02, 1.369191386708562552e-02, 1.124075356054535062e-02, -2.002627369220812484e-02
4.619804030920000137e+00, 1.515828783747180108e-01, 1.900541621642290110e-02, -3.108642234610354757e-02, -2.487911006527352559e-02, 2.010987776222652318e-02, 1.301296588578312319e-01, 1.210970049632204976e-01, 5.193909300640892762e-02, 1.443719288700659985e-02, 1.155468995829582457e-02, -1.977414129782952695e-02
5.538160259939999719e+00, 1.525664568378974906e-01, 1.950418288667122441e-02, -3.087032565425525121e-02, -2.408542579612510046e-02, 2.047872709097720012e-02, 1.324929325036112437e-01, 1.222233317648864920e-01, 5.041664948899427651e-02, 1.514248005729720153e-02, 1.181462399231437456e-02, -1.952113011219389765e-02
6.461374292690000409e+00, 1.534405794940412460e-01, 2.004061462319622205e-02, -3.064070317852360045e-02, -2.330313143010225019e-02, 2.076401989670107612e-02, 1.346557909431392586e-01, 1.231455418174489946e-01, 4.907982631239392324e-02, 1.581634735980552361e-02, 1.202899970335392574e-02, -1.926727039078314843e-02
7.389471825360000246e+00, 1.541725050290412569e-01, 2.058315023347257605e-02, -3.039868346694619972e-02, -2.253136970728657554e-02, 2.097025541094999987e-02, 1.366027578375447471e-01, 1.238534981621232517e-01, 4.788875414606964809e-02, 1.645751169589115132e-02, 1.219838731450485075e-02, -1.901260149123944893e-02
8.322478690060000517e+00, 1.547434694533220134e-01, 2.111519317815662572e-02, -3.014510625799097371e-02, -2.176956648487694823e-02, 2.110107041455192359e-02, 1.383268894229182644e-01, 1.243458869793530180e-01, 4.681416259436262800e-02, 1.706468674564767807e-02, 1.232350017068747569e-02, -1.875715902984595104e-02
9.260420855570000498e+00, 1.551434756534542381e-01, 2.162741937231387607e-02, -2.988061719959552581e-02, -2.101733004628162510e-02, 2.116029926637947797e-02, 1.398271729012232345e-01, 1.246269521309705114e-01, 4.583282636664419429e-02, 1.763711420111574793e-02, 1.240553165259427465e-02, -1.850097473357205022e-02
1.020332442800000017e+01, 1.553684147354567613e-01, 2.211438442672495133e-02, -2.960572839941247661e-02, -2.027439450034674781e-02, 2.115199185435617454e-02, 1.411065304729740011e-01, 1.247043533628907352e-01, 4.492594572855446861e-02, 1.817452928280142294e-02, 1.244606278958382446e-02, -1.824407769907207544e-02
1.115121565159999939e+01, 1.554181782172644744e-01, 2.257286546037640118e-02, -2.932085796652732224e-02, -1.954058533484345078e-02, 2.108024825771574740e-02, 1.421703553189059832e-01, 1.245877282192369984e-01, 4.407827299113020042e-02, 1.867702300802252802e-02, 1.244691548576190056e-02, -1.798649560563042593e-02
1.210412090930000062e+01, 1.552953523555100079e-01, 2.300098186605480099e-02, -2.902635648920055128e-02, -1.881579707679690086e-02, 2.094907629927962589e-02, 1.430254897087505084e-01, 1.242877442042700092e-01, 4.327747089367230127e-02, 1.914491568592219944e-02, 1.241003409727857443e-02, -1.772825562065912658e-02
1.306206672379999922e+01, 1.550043033997497433e-01, 2.339769771339707607e-02, -2.872252522528017521e-02, -1.809997804606757604e-02, 2.076230650772937364e-02, 1.436795373865444869e-01, 1.238154875240349978e-01, 4.251358198523532556e-02, 1.957866397247320228e-02, 1.233740516694637607e-02, -1.746938501806100108e-02
1.402507975800000040e+01, 1.545505372882867434e-01, 2.376252515673154750e-02, -2.840962891252605052e-02, -1.739311951311659984e-02, 2.052355425903242686e-02, 1.441404138436560012e-01, 1.231820778332870098e-01, 4.177858299632595390e-02, 1.997879827759845017e-02, 1.223100749410962508e-02, -1.720991158376697361e-02
1.499318681579999968e+01, 1.539402538132929876e-01, 2.409534020520434985e-02, -2.808790501021424940e-02, -1.669524772984257513e-02, 2.023621267995635159e-02, 1.444160602153137518e-01, 1.223984323263619944e-01, 4.106601518174629595e-02, 2.034588260063852419e-02, 1.209278311862734857e-02, -1.694986387492522506e-02
1.596641484290000079e+01, 1.531800384001044957e-01, 2.439626444219769597e-02, -2.775757052921699886e-02, -1.600641791720307586e-02, 1.990346308390507704e-02, 1.445142672785870164e-01, 1.214751273115605018e-01, 4.037068230681727099e-02, 2.068048965380044762e-02, 1.192462180854677624e-02, -1.668927138740814928e-02
1.694479092759999972e+01, 1.522766509361715148e-01, 2.466558703073767206e-02, -2.741882720311442784e-02, -1.532670963215404872e-02, 1.952829417699214823e-02, 1.444425725387220028e-01, 1.204223227748920100e-01, 3.968840665520292910e-02, 2.098318605569235440e-02, 1.172835397006699934e-02, -1.642816466833127431e-02
1.792834230149999897e+01, 1.512368828440932289e-01, 2.490371215638970126e-02, -2.707186549808790130e-02, -1.465622313347354939e-02, 1.911352475353660096e-02, 1.442082053578457590e-01, 1.192497271965152483e-01, 3.901583322983372126e-02, 2.125452406385884910e-02, 1.150574868374192733e-02, -1.616657539824202516e-02
1.891709634000000051e+01, 1.500674620298612372e-01, 2.511112298376862867e-02, -2.671686779522175134e-02, -1.399507648557515166e-02, 1.866182687323100081e-02, 1.438180633147372600e-01, 1.179665876874152475e-01, 3.835027315294345374e-02, 2.149503750836482402e-02, 1.125851476786694956e-02, -1.590453645733974977e-02
1.991108056359999878e+01, 1.487749913432299953e-01, 2.528835659070107281e-02, -2.635401097075194821e-02, -1.334340321447812470e-02, 1.817574792772177691e-02, 1.432787085891235046e-01, 1.165816956719647468e-01, 3.768957851995914654e-02, 2.170524040421942247e-02, 1.098830355207590023e-02, -1.564208198414162448e-02
2.091032263820000026e+01, 1.473659104294589850e-01, 2.543598634935395272e-02, -2.598346853142182583e-02, -1.270135038325010020e-02, 1.765773084321372449e-02, 1.425963769241577750e-01, 1.151034017340897553e-01, 3.703204229433207373e-02, 2.188562725673785098e-02, 1.069671254296117660e-02, -1.537924743090547490e-02
2.191485037620000043e+01, 1.458464738404159911e-01, 2.555460945031977696e-02, -2.560541241334554977e-02, -1.206907698639922422e-02, 1.711013213557417700e-02, 1.417769942343097556e-01, 1.135396354771442545e-01, 3.637631806198782930e-02, 2.203667442041502833e-02, 1.038528947508352528e-02, -1.511606961771050014e-02
2.292469173710000163e+01, 1.442227403773477523e-01, 2.564483803636184722e-02, -2.522001452345582276e-02, -1.144675259007730053e-02, 1.653523779491877788e-02, 1.408261976070987465e-01, 1.118979277211065021e-01, 3.572135551793605146e-02, 2.215884209904517635e-02, 1.005553644007802644e-02, -1.485258678661875026e-02
2.393987482800000066e+01, 1.425005701128879976e-01, 2.570729290437887699e-02, -2.482744808110184942e-02, -1.083455616189407493e-02, 1.593527710513457582e-02, 1.397493585650489978e-01, 1.101854333269442487e-01, 3.506634842396207097e-02, 2.225257671958855155e-02, 9.708913909083372387e-03, -1.458883865539500023e-02
2.496042790510000131e+01, 1.406856265870249922e-01, 2.574259906117599972e-02, -2.442788880154227182e-02, -1.023267504648697410e-02, 1.531243456021267463e-02, 1.385516072076957428e-01, 1.084089535831129908e-01, 3.441069247206414439e-02, 2.231831350883829723e-02, 9.346844541812967741e-03, -1.432486647163050061e-02
2.598637937370000017e+01, 1.387833824045247577e-01, 2.575138263152294826e-02, -2.402151595530229930e-02, -9.641304055396095543e-03, 1.466886006043667534e-02, 1.372378563522335115e-01, 1.065749575081959971e-01, 3.375395103600645208e-02, 2.235647916504549665e-02, 8.970716725788750387e-03, -1.406071306762819891e-02
2.701775778969999919e+01, 1.367991269835289736e-01, 2.573426876462617252e-02, -2.360851332690309945e-02, -9.060644643201998250e-03, 1.400667756100650030e-02, 1.358128251241720041e-01, 1.046896017016262503e-01, 3.309582722713964864e-02, 2.236749455445814772e-02, 8.581887815834342639e-03, -1.379642291523612563e-02
2.805459185979999859e+01, 1.347379755760892417e-01, 2.569188028590270109e-02, -2.318907009352267484e-02, -8.490904150857545712e-03, 1.332799233705572566e-02, 1.342810616745639951e-01, 1.027587485576743898e-01, 3.243614100425227381e-02, 2.235177739349922602e-02, 8.181687066108563056e-03, -1.353204218210512545e-02
2.909691044250000047e+01, 1.326048789409089990e-01, 2.562483690877722514e-02, -2.276338163839210227e-02, -7.932295098341746870e-03, 1.263489700467692461e-02, 1.326469648412952618e-01, 1.007879827711384985e-01, 3.177481035207625065e-02, 2.230974489021967516e-02, 7.771418253898224049e-03, -1.326761878807510009e-02
3.014474254929999830e+01, 1.304046332408759779e-01, 2.553375487396422616e-02, -2.233165031037755155e-02, -7.385034512956909977e-03, 1.192947641984829985e-02, 1.309148046724565029e-01, 9.878262614362789962e-02, 3.111183574669569921e-02, 2.224181633303372319e-02, 7.352362002689202466e-03, -1.300320246299900215e-02
3.119811734479999998e+01, 1.281418898668744977e-01, 2.541924691447342705e-02, -2.189408614036934819e-02, -6.849343282682870092e-03, 1.121381155846465014e-02, 1.290887417859789832e-01, 9.674775074073005410e-02, 3.044728728636780096e-02, 2.214841561973785247e-02, 6.925777814380877119e-03, -1.273884480539520109e-02
3.225706414799999777e+01, 1.258211649853465119e-01, 2.528192247163734904e-02, -2.145090752042882673e-02, -6.325445523435005261e-03, 1.048998245998993689e-02, 1.271728455780127276e-01, 9.468819047958559887e-02, 2.978129399069392308e-02, 2.202997372431302753e-02, 6.492905820359546991e-03, -1.247459934215524972e-02
3.332161243310000032e+01, 1.234468486774034923e-01, 2.512238810672650161e-02, -2.100234185247162530e-02, -5.813567952853285377e-03, 9.760070304384157666e-03, 1.251711113149009957e-01, 9.260855124385110326e-02, 2.911403487190267203e-02, 2.188693110142032536e-02, 6.054968262598768233e-03, -1.221052158904105053e-02
3.439179183000000251e+01, 1.210232135815452470e-01, 2.494124806264810118e-02, -2.054862617054310087e-02, -5.313939263041247800e-03, 9.026158677312589099e-03, 1.230874761531760009e-01, 9.051321962778426100e-02, 2.844573145621292695e-02, 2.171974002983549645e-02, 5.613170714569867478e-03, -1.194666911232622475e-02
3.546763212540000154e+01, 1.185544229874760103e-01, 2.473910494217032574e-02, -2.009000773969779954e-02, -4.826789485334747817e-03, 8.290334065872465366e-03, 1.209258341352144883e-01, 8.840637041501232807e-02, 2.777664149703222563e-02, 2.152886689530502523e-02, 5.168703050107067987e-03, -1.168310159102359941e-02
3.654916326370000235e+01, 1.160445383533185021e-01, 2.451656047622174928e-02, -1.962674463421664947e-02, -4.352349341634497749e-03, 7.554685618566225370e-03, 1.186900502087347570e-01, 8.629197289827797435e-02, 2.710705367015309869e-02, 2.131479441389187365e-02, 4.722740168082995016e-03, -1.141988087971289832e-02
3.763641534770000163e+01, 1.134975262340282565e-01, 2.427421635988819687e-02, -1.915910629670597443e-02, -3.890849576914965063e-03, 6.821304194374482911e-03, 1.163839733138785082e-01, 8.417379614372913488e-02, 2.643728307920129722e-02, 2.107802379598227444e-02, 4.276442479114389746e-03, -1.115707107200355000e-02
3.872941863909999682e+01, 1.109172646182534916e-01, 2.401267513701872691e-02, -1.868737407913004939e-02, -3.442520267966482465e-03, 6.092280718748429962e-03, 1.140114485737697414e-01, 8.205541329894153191e-02, 2.576766743077819888e-02, 2.081907684970937464e-02, 3.830956159218322499e-03, -1.089473856415137595e-02
3.982820355999999862e+01, 1.083075486812485055e-01, 2.373254111975980213e-02, -1.821184176523485063e-02, -3.007590103185807211e-03, 5.369703857790650986e-03, 1.115763286191667480e-01, 7.994020504408597128e-02, 2.509856376446945037e-02, 2.053849802163402322e-02, 3.387413173930380224e-03, -1.063295211871312547e-02
4.093280069330000259e+01, 1.056720959654620096e-01, 2.343442132958812457e-02, -1.773281607547272723e-02, -2.586285630012597446e-03, 4.655657019930567291e-03, 1.090824840702900034e-01, 7.783136228121879940e-02, 2.443034564289937524e-02, 2.023685637216425179e-02, 2.946931076777602361e-03, -1.037178292816224971e-02
4.204324078369999995e+01, 1.030145510011196697e-01, 2.311892644702884941e-02, -1.725061715232650145e-02, -2.178830464996247326e-03, 3.952214688151647545e-03, 1.065338131880267519e-01, 7.573188815380323125e-02, 2.376340072217229815e-02, 1.991474748032287523e-02, 2.510612583541957550e-03, -1.011130467806584457e-02
4.315955473870000247e+01, 1.003384893842784453e-01, 2.278667176160539820e-02, -1.676557902509370063e-02, -1.785444462774132563e-03, 3.261438085089987324e-03, 1.039342507014311134e-01, 7.364459948913883169e-02, 2.309812863805277283e-02, 1.957279527278779976e-02, 2.079544924267807699e-03, -9.851593609804837337e-03
4.428177362880000345e+01, 9.764742132549042442e-02, 2.243827810955272353e-02, -1.627805005278210038e-02, -1.406342840347375115e-03, 2.585370171938879830e-03, 1.012877758064097689e-01, 7.157212775080450118e-02, 2.243493915216195067e-02, 1.921165376983092685e-02, 1.654798974381767622e-03, -9.592728582345050672e-03
4.540992868949999917e+01, 9.494479468693196866e-02, 2.207437279284055198e-02, -1.578839334089919902e-02, -1.041735251890768890e-03, 1.926029979176167341e-03, 9.859841932388420382e-02, 6.951691959340475235e-02, 2.177425051332992564e-02, 1.883200873881779938e-02, 1.237428164828276297e-03, -9.334791132544945774e-03
4.654405132099999776e+01, 9.223399752295970144e-02, 2.169559046935560023e-02, -1.529698713123990063e-02, -6.918248118974929840e-04, 1.285406271891135046e-03, 9.587026999891266887e-02, 6.748123710744891035e-02, 2.111648799470480092e-02, 1.843457924738567399e-02, 8.284671736342575201e-04, -9.077865534327059227e-03
4.768417308979999802e+01, 8.951836013618269527e-02, 2.130257400415569782e-02, -1.480422515868692543e-02, -3.568070616451969232e-04, 6.654505482922802237e-04, 9.310747990833748156e-02, 6.546715784398232651e-02, 2.046208257361920024e-02, 1.802011910253214708e-02, 4.289303980745963452e-04, -8.822038855365983701e-03
4.883032572949999661e+01, 8.680115666568205546e-02, 2.089597527637375093e-02, -1.431051697203537462e-02, -3.686887653710629864e-05, 6.806937644888099402e-05, 9.031426894343687339e-02, 6.347657471224601999e-02, 1.981146972771787376e-02, 1.758941816491427571e-02, 3.981020973492638000e-05, -8.567401011321107776e-03
4.998254114129999692e+01, 8.408560621750697794e-02, 2.047645592975385134e-02, -1.381628821326810058e-02, 2.678126891122509625e-04, -5.048839246842126878e-04, 8.749492832136018805e-02, 6.151119584184192024e-02, 1.916508832234947377e-02, 1.714330352358670040e-02, -3.379250061458702586e-04, -8.314044816878234795e-03
5.114085139529999680e+01, 8.137487354953151786e-02, 2.004468805942075105e-02, -1.332198084900467448e-02, 5.570716231013669644e-04, -1.051618250113055741e-03, 8.465382307277517782e-02, 5.957254450568832266e-02, 1.852337956967709670e-02, 1.668264051556817701e-02, -7.033330250354692453e-04, -8.062066032627939957e-03
5.230528873130000278e+01, 7.867206932314438350e-02, 1.960135482672342722e-02, -1.282805334808134919e-02, 8.307542444845055114e-04, -1.570414303361030101e-03, 8.179539344841878223e-02, 5.766195920292112309e-02, 1.788678604260610094e-02, 1.620833357444202705e-02, -1.055500167465349762e-03, -7.811563407209819350e-03
5.347588555950000000e+01, 7.598024993143856487e-02, 1.914715099143535215e-02, -1.233498079772515042e-02, 1.088720563280750004e-03, -2.059634799405604937e-03, 7.892415517834197591e-02, 5.578059400246293542e-02, 1.725575072834927351e-02, 1.572132688970299952e-02, -1.393543889131660133e-03, -7.562638713587295156e-03
5.465267446160000020e+01, 7.330241691529554293e-02, 1.868278335315935040e-02, -1.184325495006452456e-02, 1.330845712760007470e-03, -2.517735247460637597e-03, 7.604469851330415697e-02, 5.392941925289528038e-02, 1.663071610932870259e-02, 1.522260485831242356e-02, -1.716615571163412467e-03, -7.315396778462099521e-03
5.583568819159999919e+01, 7.064151597891123180e-02, 1.820897109273695094e-02, -1.135338419031635057e-02, 1.557021455511412456e-03, -2.943275276115697552e-03, 7.316168597299645138e-02, 5.210922276736203174e-02, 1.601212326110085238e-02, 1.471319230879202487e-02, -2.023903503034970089e-03, -7.069945503557406932e-03
5.702495967689999645e+01, 6.800043561754147425e-02, 1.772644600488555017e-02, -1.086589341672572484e-02, 1.767157764191054940e-03, -3.334930454420995029e-03, 7.027984872249840032e-02, 5.032061159668032441e-02, 1.540041095828007488e-02, 1.419415447774232536e-02, -2.314636049308927725e-03, -6.826395877740652589e-03
5.822052201889999878e+01, 6.538200537086163999e-02, 1.723595261281962721e-02, -1.038132382242783203e-02, 1.961184476910482390e-03, -3.691504551151085240e-03, 6.740398149503734615e-02, 4.856401450615962373e-02, 1.479601478167925054e-02, 1.366659671782772568e-02, -2.588084988989762525e-03, -6.584861978360927008e-03
5.942240849419999904e+01, 6.278899371741389346e-02, 1.673824815677347339e-02, -9.900232567388379465e-03, 2.139053026725882493e-03, -4.011942163226200030e-03, 6.453893597804177817e-02, 4.683968527637742685e-02, 1.419936622037545025e-02, 1.313166391634590022e-02, -2.843569014818167311e-03, -6.345460960675832970e-03
6.063065255539999754e+01, 6.022410562854814409e-02, 1.623410244933840008e-02, -9.423192329014585047e-03, 2.300738243415240310e-03, -4.295341630145207978e-03, 6.168961258027990530e-02, 4.514770695068467954e-02, 1.361089176494767461e-02, 1.259053960365252509e-02, -3.080457377014164666e-03, -6.108313033805146813e-03
6.184528783209999858e+01, 5.768997980231217737e-02, 1.572429759044247782e-02, -8.950790718599549792e-03, 2.446240224984929691e-03, -4.540968137396787785e-03, 5.886095049893093345e-02, 4.348799715473550265e-02, 1.303101198865614860e-02, 1.204444473074794963e-02, -3.298173654160390083e-03, -5.873541421762897528e-03
6.306634813160000164e+01, 5.518918560018717945e-02, 1.520962753587899903e-02, -8.483629550331148184e-03, 2.575586274964039753e-03, -4.748266895654387580e-03, 5.605791600865497187e-02, 4.186031461395502834e-02, 1.246014061437577571e-02, 1.149463609637742592e-02, -3.496199631350402261e-03, -5.641272308151885212e-03
6.429386744020000322e+01, 5.272421971374369881e-02, 1.469089751567504917e-02, -8.022323948384393194e-03, 2.688832900370717593e-03, -4.916876265674920143e-03, 5.328548889965712548e-02, 4.026426699649374857e-02, 1.189868356688959967e-02, 1.094240440429577500e-02, -3.674079263661899838e-03, -5.411634762811477414e-03
6.552787992400000405e+01, 5.029750259224140263e-02, 1.416892329998772557e-02, -7.567501277850382374e-03, 2.786067863520980126e-03, -5.046640680134365300e-03, 5.054864700049052639e-02, 3.869932020745657508e-02, 1.134703801105602441e-02, 1.038907193368435351e-02, -3.831422700485895110e-03, -5.184760649082905543e-03
6.676841992980000384e+01, 4.791137466433571801e-02, 1.364453031045920195e-02, -7.119799883571477708e-03, 2.867412279227304645e-03, -5.137623194309992591e-03, 4.785234872847487358e-02, 3.716480925697714099e-02, 1.080559137672975137e-02, 9.835989805908131739e-03, -3.967910344229857132e-03, -4.960784510036274700e-03
6.801552198599999599e+01, 4.556809239155178159e-02, 1.311855257840929996e-02, -6.679867621169679852e-03, 2.933022747050182538e-03, -5.190117476580277146e-03, 4.520151362304847265e-02, 3.565995081957799850e-02, 1.027472037299678558e-02, 9.284534833170338813e-03, -4.083296914822482672e-03, -4.739843431988417788e-03
6.926922080369999435e+01, 4.326982419530274460e-02, 1.259183155343572558e-02, -6.248360163637217170e-03, 2.983093506008714993e-03, -5.204659027665422405e-03, 4.260100083189570508e-02, 3.418385759532435036e-02, 9.754789994930807701e-03, 8.736105936307145617e-03, -4.177415489582537132e-03, -4.522076883744102077e-03
7.052955127760000664e+01, 4.101864630296535308e-02, 1.206521476797717436e-02, -5.825939067095547465e-03, 3.017858596819362593e-03, -5.182035394479257186e-03, 4.005558553713180203e-02, 3.273555457223427390e-02, 9.246152527148167669e-03, 8.192120121053391921e-03, -4.250181486187556805e-03, -4.307626529912404918e-03
7.179654848699999548e+01, 3.881653856198737790e-02, 1.153955436569999854e-02, -5.413269579041335780e-03, 3.037594014179067874e-03, -5.123295120645317453e-03, 3.756993332904116911e-02, 3.131399727558344809e-02, 8.749146548981035290e-03, 7.654008004079974545e-03, -4.301596555135119709e-03, -4.096636016762784591e-03
7.307024769679999565e+01, 3.666538027602687932e-02, 1.101570550545722532e-02, -5.011018172939084823e-03, 3.042619828841062503e-03, -5.029755150864654439e-03, 3.514857256023175280e-02, 2.991809207282097177e-02, 8.264095947684976448e-03, 7.123208882323191736e-03, -4.331752346765157732e-03, -3.889250729133640096e-03
7.435068435830000055e+01, 3.456694611959922753e-02, 1.049452465389487388e-02, -4.619849793926695744e-03, 3.033302256449919767e-03, -4.903006381527132487e-03, 3.279586474106205296e-02, 2.854671857963547374e-02, 7.791308946239737868e-03, 6.601165341480945067e-03, -4.340834117087027585e-03, -3.685617517243604691e-03
7.563789411049999956e+01, 3.252290219391810316e-02, 9.976867785522652507e-03, -4.240424801136937621e-03, 3.010055647102425225e-03, -4.744917024329992419e-03, 3.051597307193352343e-02, 2.719875418831547292e-02, 7.331077154379572573e-03, 6.089317401319689627e-03, -4.329124136118287815e-03, -3.485884392535435437e-03
7.693191278070000294e+01, 3.053480228889365183e-02, 9.463588510277452445e-03, -3.873395594756769405e-03, 2.973344366971329786e-03, -4.557633425325807730e-03, 2.831282924656562325e-02, 2.587310070534994816e-02, 6.883674651712627657e-03, 5.589096198258862447e-03, -4.297004862348872099e-03, -3.290200192446390056e-03
7.823277638599999761e+01, 2.860408442189150274e-02, 8.955536154740092319e-03, -3.519402916956710248e-03, 2.923684540489824950e-03, -4.343577957134770254e-03, 2.619009870498779924e-02, 2.456871304994822508e-02, 6.449357113728650809e-03, 5.101917206397798242e-03, -4.244961847389821727e-03, -3.098714214587607475e-03
7.954052113379999867e+01, 2.673206772778529902e-02, 8.453553826766664614e-03, -3.179071819672137783e-03, 2.861645619411657283e-03, -4.105443579794497422e-03, 2.415114456715877420e-02, 2.328462991975119994e-02, 6.028360992571955151e-03, 4.629173000771297404e-03, -4.173586335800327611e-03, -2.911575822234117178e-03
8.085518342299999972e+01, 2.491994977594759811e-02, 7.958476496223120672e-03, -2.853007294110625029e-03, 2.787851743073894994e-03, -3.846184644615020104e-03, 2.219899053197194744e-02, 2.202000627786659948e-02, 5.620902764984119990e-03, 4.172225565827222642e-03, -4.083577526500425416e-03, -2.728934023907312462e-03
8.217679984529999615e+01, 2.316880439785122883e-02, 7.471129135153437018e-03, -2.541789560622117333e-03, 2.702982852766635125e-03, -3.569003496865495208e-03, 2.033628309514609947e-02, 2.077414745944290361e-02, 5.227178263041388009e-03, 3.732398153018505037e-03, -3.975744464585652740e-03, -2.550937031935910163e-03
